game,achievement,description,achieved,unlocktime
Furry Love 2,Level 2 - Furry Cutter,Level 2 - Furry Cutter,False,null
Furry Love 2,Level 3 - Furry Cutter,Level 3 - Furry Cutter,False,null
Furry Love 2,Level 4 - Furry Cutter,Level 4 - Furry Cutter,False,null
Furry Love 2,Level 5 - Furry Cutter,Level 5 - Furry Cutter,False,null
Furry Love 2,Level 6 - Furry Cutter,Level 6 - Furry Cutter,False,null
Furry Love 2,Level 1 - Furrman,Level 1 - Furrman,False,null
Furry Love 2,Level 2 - Furrman,Level 2 - Furrman,False,null
Furry Love 2,Level 3 - Furrman,Level 3 - Furrman,False,null
Furry Love 2,Level 4 - Furrman,Level 4 - Furrman,False,null
Furry Love 2,Level 5 - Furrman,Level 5 - Furrman,False,null
Furry Love 2,Level 6 - Furrman,Level 6 - Furrman,False,null
Furry Love 2,Level 1 - Catch the Furry!,Level 1 - Catch the Furry!,False,null
Furry Love 2,Level 2 - Catch the Furry!,Level 2 - Catch the Furry!,False,null
Furry Love 2,Level 4 - Catch the Furry!,Level 4 - Catch the Furry!,False,null
Furry Love 2,Level 5 - Catch the Furry!,Level 5 - Catch the Furry!,False,null
Furry Love 2,Level 6 - Catch the Furry!,Level 6 - Catch the Furry!,False,null
Furry Love 2,Great,Great,False,null
Furry Love 2,Best of the best,Best of the best,False,null
Journey,Threshold,Cross the broken bridge without completely rebuilding it.,False,null
Journey,Mirage,Find the hidden desert flower.,False,null
Journey,Explore,Discover all cloth creatures in the desert.,False,null
Journey,Adventure,Pass through 15 gates while surfing through the sunken city.,False,null
Journey,Ancestors,Find a mysterious creature hidden in the temple.,False,null
Journey,Trials,Sneak through the underground passage without tearing your scarf.,True,2024-12-11 22:20:51
Journey,History,Uncover all 10 ancient glyphs.,False,null
Journey,Crossing,Reach the summit with a companion and return to the beginning.,True,2024-12-11 23:04:50
Journey,Rebirth,Finish the game and return to the beginning.,True,2024-12-11 23:04:50
Journey,Companion,Finish the game with the same partner for the majority of the journey and return to the beginning.,False,null
Journey,Reflection,Sit and meditate with another player for more than 20 seconds.,False,null
Journey,Wonder,Meet 10 or more unique travelers.,False,null
Journey,Return,Start the journey again after a week long break.,False,null
Journey,Transcendence,Collect all unique glowing symbols across one or more journeys.,False,null
Tales from the Borderlands,"Welcome to Pandora, Kiddos",Completed Chapter 1 of Episode 1,False,null
Tales from the Borderlands,My Turn To Speak,Completed Chapter 2 of Episode 1,False,null
Tales from the Borderlands,Partners In Crime,Completed Chapter 3 of Episode 1,False,null
Tales from the Borderlands,Not Alone in the Dark,Completed Chapter 4 of Episode 1,False,null
Tales from the Borderlands,2 Fast 2 Fiona,Completed Chapter 5 of Episode 1,False,null
Tales from the Borderlands,Blood Money,Completed Chapter 6 of Episode 1,False,null
Tales from the Borderlands,Devil on Your Shoulder,Completed Episode 1,False,null
Tales from the Borderlands,Deal With A Ghost,Completed Chapter 1 of Episode 2,False,null
Tales from the Borderlands,Till Death Do Us Part,Completed Chapter 2 of Episode 2,False,null
Tales from the Borderlands,A Plan Came Together,Completed Chapter 3 of Episode 2,False,null
Tales from the Borderlands,Funeral Crashers,Completed Chapter 4 of Episode 2,False,null
Tales from the Borderlands,Classic Reflexes,Completed Chapter 5 of Episode 2,False,null
Tales from the Borderlands,Bro or Bot,Completed Chapter 6 of Episode 2,False,null
Tales from the Borderlands,Miracle of Atlas Engineering,Completed Episode 2,False,null
Tales from the Borderlands,Don't Make Me Wait,Completed Chapter 1 of Episode 3,False,null
Tales from the Borderlands,Temptation,Completed Chapter 2 of Episode 3,False,null
Tales from the Borderlands,Point Of No Return,Completed Chapter 3 of Episode 3,False,null
Tales from the Borderlands,"So Many Bandits, So Little Time",Completed Chapter 4 of Episode 3,False,null
Tales from the Borderlands,Rupture,Completed Chapter 5 of Episode 3,False,null
Tales from the Borderlands,Maneater,Completed Chapter 6 of Episode 3,False,null
Tales from the Borderlands,Angry Eyes,Completed Episode 3,False,null
Tales from the Borderlands,Ain't Got Time To Bleed,Completed Chapter 1 of Episode 4,False,null
Tales from the Borderlands,Alive And Not Afraid,Completed Chapter 2 of Episode 4,False,null
Tales from the Borderlands,Ain't My First Rodeo,Completed Chapter 3 of Episode 4,False,null
Tales from the Borderlands,"It's Not The Years, It's The Mileage",Completed Chapter 4 of Episode 4,False,null
Tales from the Borderlands,Light This Candle,Completed Chapter 5 of Episode 4,False,null
Tales from the Borderlands,No Matter Where You Go…,Completed Chapter 6 of Episode 4,False,null
Tales from the Borderlands,…There You Are,Completed Episode 4,False,null
Tales from the Borderlands,"A Maze Of Twisty Passages, All Alike",Completed Chapter 1 of Episode 5,False,null
Tales from the Borderlands,Unforseen Consequences,Completed Chapter 2 of Episode 5,False,null
Tales from the Borderlands,Give And Take (Mostly Take),Completed Chapter 3 of Episode 5,False,null
Tales from the Borderlands,Definition Of Insanity,Completed Chapter 4 of Episode 5,False,null
Tales from the Borderlands,Time's A Wastin',Completed Chapter 5 of Episode 5,False,null
Tales from the Borderlands,What's It Worth?,Completed Chapter 6 of Episode 5,False,null
Tales from the Borderlands,Tales Twice Told,Completed Episode 5,False,null
Coffee Talk Episode 2: Hibiscus & Butterfly,Welcome to Coffee Talk,Start a new game,True,2023-04-21 21:30:07
Coffee Talk Episode 2: Hibiscus & Butterfly,Let me start over,Trash your drink for the first time,True,2023-04-21 21:39:04
Coffee Talk Episode 2: Hibiscus & Butterfly,First Brew,Brew your first drink,True,2023-04-21 21:39:52
Coffee Talk Episode 2: Hibiscus & Butterfly,It's a masterpiece!,Create and serve your first latte art,True,2023-04-21 21:51:17
Coffee Talk Episode 2: Hibiscus & Butterfly,Is this it?,Serve the wrong drink for the first time,True,2023-04-22 17:55:34
Coffee Talk Episode 2: Hibiscus & Butterfly,We are all friends,Meet all of the main characters,True,2023-04-22 18:34:36
Coffee Talk Episode 2: Hibiscus & Butterfly,Stop it!,Trash a total of 25 drinks,False,null
Coffee Talk Episode 2: Hibiscus & Butterfly,24/7 a beat to relax/study to,Listen to all of the songs,False,null
Coffee Talk Episode 2: Hibiscus & Butterfly,Failed Messenger,Forget to give items to the intended recipients at least once,True,2023-04-22 17:55:35
Coffee Talk Episode 2: Hibiscus & Butterfly,Ghosted,Provide Riona with poor service until she no longer visits the coffee shop,False,null
Coffee Talk Episode 2: Hibiscus & Butterfly,Bad Review,Give Lucas incorrect drinks on his first three visits,True,2023-04-22 18:30:27
Coffee Talk Episode 2: Hibiscus & Butterfly,Bad Memory,Forget to give Jorji his lighter back,False,null
Coffee Talk Episode 2: Hibiscus & Butterfly,Cold Shoulders,Aqua & Myrtle didn't get to make up,False,null
Coffee Talk Episode 2: Hibiscus & Butterfly,Art takes time,Spent a total of 1 hour making Latte Art,False,null
Coffee Talk Episode 2: Hibiscus & Butterfly,Barista Trainee,Serve 10 correct drinks in a single session of challenge mode,False,null
Coffee Talk Episode 2: Hibiscus & Butterfly,Barista Expert,Serve 25 correct drinks in a single session of challenge mode,False,null
Coffee Talk Episode 2: Hibiscus & Butterfly,Nothing to show…,Fail to inspire Rachel with your drink,False,null
Coffee Talk Episode 2: Hibiscus & Butterfly,First Love,"Serve Rachel ""Sweetheart Latte"" when she needs inspiration",False,null
Coffee Talk Episode 2: Hibiscus & Butterfly,Wistful Nights,"Serve Rachel ""Dreamin' Blue"" when she needs inspiration",True,2024-06-24 14:41:26
Coffee Talk Episode 2: Hibiscus & Butterfly,Comfortable With You,"Serve Rachel ""Milk Honey Green Tea"" when she needs inspiration",False,null
Coffee Talk Episode 2: Hibiscus & Butterfly,“Overflowing Warmth: CBAW”,no description available,True,2023-04-21 22:16:11
Coffee Talk Episode 2: Hibiscus & Butterfly,Fellow Influencer,no description available,False,null
Coffee Talk Episode 2: Hibiscus & Butterfly,Child’s Play,no description available,False,null
Coffee Talk Episode 2: Hibiscus & Butterfly,What’s This?,no description available,True,2023-04-22 18:00:32
Coffee Talk Episode 2: Hibiscus & Butterfly,Good Review,Give Lucas all the correct drinks,False,null
Coffee Talk Episode 2: Hibiscus & Butterfly,Master Purloiner,Steal the Agent's key card and give it to Silver,True,2023-04-23 18:49:32
Coffee Talk Episode 2: Hibiscus & Butterfly,Saved $100,Prevent Gala from getting fined,False,null
Coffee Talk Episode 2: Hibiscus & Butterfly,Blood(ish) Red,Serve Hyde his favoured hibiscus drink,False,null
Coffee Talk Episode 2: Hibiscus & Butterfly,Guest of Honor,Be invited to Lua and Baileys's wedding,True,2023-06-08 13:54:12
Coffee Talk Episode 2: Hibiscus & Butterfly,Unsolicited Bouncer,no description available,False,null
Coffee Talk Episode 2: Hibiscus & Butterfly,One Way to Find Out,Play the story mode to conclusion once,False,null
Coffee Talk Episode 2: Hibiscus & Butterfly,True Fan,Unlock Aremy x Nekochel's whole album,False,null
Coffee Talk Episode 2: Hibiscus & Butterfly,Not So Hot Business,Complete the story mode with the least amount of points possible,False,null
Coffee Talk Episode 2: Hibiscus & Butterfly,Local Favorite,Ensure everyone gets the right drink,False,null
Coffee Talk Episode 2: Hibiscus & Butterfly,A Hardboiled Advice,no description available,True,2023-04-30 22:19:20
Coffee Talk Episode 2: Hibiscus & Butterfly,Star-Crossed Siblings,no description available,False,null
Coffee Talk Episode 2: Hibiscus & Butterfly,How I Met Your Ancestor,no description available,False,null
Coffee Talk Episode 2: Hibiscus & Butterfly,"40,075Km",no description available,True,2023-06-08 13:52:10
Coffee Talk Episode 2: Hibiscus & Butterfly,Immutable Immortal,no description available,True,2024-06-24 14:57:07
Coffee Talk Episode 2: Hibiscus & Butterfly,Hyde Leibovitz,no description available,False,null
Coffee Talk Episode 2: Hibiscus & Butterfly,Festina Lente,no description available,False,null
Coffee Talk Episode 2: Hibiscus & Butterfly,Just Married,no description available,True,2024-06-24 14:53:58
Coffee Talk Episode 2: Hibiscus & Butterfly,Work Woes,no description available,False,null
Coffee Talk Episode 2: Hibiscus & Butterfly,Tender Soul,no description available,False,null
Coffee Talk Episode 2: Hibiscus & Butterfly,A Budding Partnership,no description available,False,null
Coffee Talk Episode 2: Hibiscus & Butterfly,The Hibiscus & The Butterfly,no description available,False,null
Coffee Talk Episode 2: Hibiscus & Butterfly,Remembrance,no description available,False,null
Coffee Talk Episode 2: Hibiscus & Butterfly,“Five Stars!”,no description available,False,null
Coffee Talk Episode 2: Hibiscus & Butterfly,Cat Shelter,no description available,False,null
Coffee Talk Episode 2: Hibiscus & Butterfly,Master Brewer,Unlock all special drinks,False,null
Coffee Talk Episode 2: Hibiscus & Butterfly,Barista Guru,Serve 50 correct drinks in a single session of challenge mode,False,null
Coffee Talk Episode 2: Hibiscus & Butterfly,Art Connoisseur,Unlock all the artworks in the Gallery,False,null
Coffee Talk Episode 2: Hibiscus & Butterfly,Thank you for Playing,Unlock all achievements,False,null
Plants vs. Zombies™ Garden Warfare 2: Deluxe Edition,Time to Go Outside,Promote a single character 5 times.,False,null
Plants vs. Zombies™ Garden Warfare 2: Deluxe Edition,Star Crazy,Spend your first star.,False,null
Plants vs. Zombies™ Garden Warfare 2: Deluxe Edition,Rinsed 'Em,Vanquish 5000 Zombies.,False,null
Plants vs. Zombies™ Garden Warfare 2: Deluxe Edition,Gramma Z Says...,Vanquish 5000 Plants.,False,null
Plants vs. Zombies™ Garden Warfare 2: Deluxe Edition,Insanity,Complete an Ops game on CRRRRRAAAZY Difficulty.,False,null
Plants vs. Zombies™ Garden Warfare 2: Deluxe Edition,Catching Waves,Complete 100 waves in Ops.,False,null
Plants vs. Zombies™ Garden Warfare 2: Deluxe Edition,Not the Boss of Me,Defeat 3 Super Boss Waves in Ops.,False,null
Plants vs. Zombies™ Garden Warfare 2: Deluxe Edition,It's My Island,Reach the boss wave using the Flag of Power in the Backyard Battleground.,False,null
Plants vs. Zombies™ Garden Warfare 2: Deluxe Edition,Really Epic!,Complete 10 Epic Quests.,False,null
Plants vs. Zombies™ Garden Warfare 2: Deluxe Edition,The Boss is Watching,Max out your XP Multiplier on the quest board.,False,null
Plants vs. Zombies™ Garden Warfare 2: Deluxe Edition,Stomp the Yard,Vanquish 50 Plants with the Z-Mech's Robo Stomp.,False,null
Plants vs. Zombies™ Garden Warfare 2: Deluxe Edition,Just Peachy!,Stun 50 Z-Mechs using Citron's EMPeach.,False,null
Plants vs. Zombies™ Garden Warfare 2: Deluxe Edition,Simply Super,"As Super Brainz, vanquish 25 Plants with Heroic Fists, and 25 Plants with the Heroic Beam.",False,null
Plants vs. Zombies™ Garden Warfare 2: Deluxe Edition,My Place or Yours,"Vanquish 25 Plants with the Scurvy Scattershot, and 25 Plants with the Spyglass Shot.",False,null
Plants vs. Zombies™ Garden Warfare 2: Deluxe Edition,Specialist,Promote a character for the first time.,False,null
Plants vs. Zombies™ Garden Warfare 2: Deluxe Edition,Hawkguy,Earn a S-Rank in the Crazy Targets Range.,False,null
Plants vs. Zombies™ Garden Warfare 2: Deluxe Edition,Prance vs Samba,Gesture immediately after vanquishing a player.,False,null
Plants vs. Zombies™ Garden Warfare 2: Deluxe Edition,Playdate,"Visit a friend's Backyard Battleground, or have a friend visit your Backyard Battleground.",False,null
Plants vs. Zombies™ Garden Warfare 2: Deluxe Edition,Who Can You Trust?,Vanquish a friend in their Backyard Battleground.,False,null
Plants vs. Zombies™ Garden Warfare 2: Deluxe Edition,Always IMProvising,Apply a weapon skin to a Zombie's weapon.,False,null
Plants vs. Zombies™ Garden Warfare 2: Deluxe Edition,Hero to Zero,Vanquish an opponent using a Potted Plant or Zombot Turret.,False,null
Plants vs. Zombies™ Garden Warfare 2: Deluxe Edition,Skinchanger,"In solo ops, swap to another character.",False,null
Plants vs. Zombies™ Garden Warfare 2: Deluxe Edition,VIPs Only!,Play a private match with your own custom rules.,False,null
Plants vs. Zombies™ Garden Warfare 2: Deluxe Edition,You've Goat to Be Kidding Me!,"As Rose, Goatify 100 Zombies.",False,null
Plants vs. Zombies™ Garden Warfare 2: Deluxe Edition,Aww Shucks!,"As Kernel Corn, vanquish 25 Zombies with the Shuck Shot.",False,null
Plants vs. Zombies™ Garden Warfare 2: Deluxe Edition,Corn Identity,Enter the Zombie Stats room as a Plant.,False,null
Plants vs. Zombies™ Garden Warfare 2: Deluxe Edition,Gnomore!,Find all hidden Garden Gnomes.,False,null
Plants vs. Zombies™ Garden Warfare 2: Deluxe Edition,Gnome Man's Land,Enter the Chamber of Gnomes.,False,null
Plants vs. Zombies™ Garden Warfare 2: Deluxe Edition,My Favourite Z-Mech on the Citadel,"As a Plant, vanquish the Z7 Imp.",False,null
Plants vs. Zombies™ Garden Warfare 2: Deluxe Edition,Goat Any Last Words?,"As a Goat, vanquish a Plant.",False,null
Plants vs. Zombies™ Garden Warfare 2: Deluxe Edition,Goatmeal,"As the Chomper, swallow a Goat.",False,null
Plants vs. Zombies™ Garden Warfare 2: Deluxe Edition,Behind Enemy Vines,Enter the Plant Stats room as a Zombie.,False,null
Plants vs. Zombies™ Garden Warfare 2: Deluxe Edition,Just Sprouted,Complete 'Boom Tombs'.,False,null
Plants vs. Zombies™ Garden Warfare 2: Deluxe Edition,On the Cob,Complete 'Zero Bark Thirty'.,False,null
Plants vs. Zombies™ Garden Warfare 2: Deluxe Edition,Her Majesty,Complete 'Well That Escalated Quickly'.,False,null
Plants vs. Zombies™ Garden Warfare 2: Deluxe Edition,Mango Tango,Complete 'Showdown'.,False,null
Plants vs. Zombies™ Garden Warfare 2: Deluxe Edition,Curseproof,Complete 'Captain Smasher's Curse'.,False,null
Plants vs. Zombies™ Garden Warfare 2: Deluxe Edition,Yuck!,Complete 'Yuck!'.,False,null
Plants vs. Zombies™ Garden Warfare 2: Deluxe Edition,The Bean Situation,Complete 'The Bean Situation'.,False,null
Plants vs. Zombies™ Garden Warfare 2: Deluxe Edition,Got Golden,Complete 'Gold Rush'.,False,null
Plants vs. Zombies™ Garden Warfare 2: Deluxe Edition,Warp Tour,Complete 'Steve-cation'.,False,null
Plants vs. Zombies™ Garden Warfare 2: Deluxe Edition,What a Trip,Complete 'Strong Coffee'.,False,null
Plants vs. Zombies™ Garden Warfare 2: Deluxe Edition,What's the Catch?,Train with the Mysterious Fish.,False,null
Plants vs. Zombies™ Garden Warfare 2: Deluxe Edition,Lawn Care,Customize your Backyard with an Epic Item.,False,null
Plants vs. Zombies™ Garden Warfare 2: Deluxe Edition,West Indian Lilac,Enter Infinity as a Plant.,False,null
Plants vs. Zombies™ Garden Warfare 2: Deluxe Edition,String Theory,Enter Infinity as a Zombie.,False,null
Plants vs. Zombies™ Garden Warfare 2: Deluxe Edition,King of Summer,Defeat Yellow Gnome King.,False,null
Plants vs. Zombies™ Garden Warfare 2: Deluxe Edition,King of Winter,Defeat Blue Gnome King.,False,null
Plants vs. Zombies™ Garden Warfare 2: Deluxe Edition,King of Spring,Defeat Green Gnome King.,False,null
Plants vs. Zombies™ Garden Warfare 2: Deluxe Edition,King of Autumn,Defeat Red Gnome King.,False,null
Plants vs. Zombies™ Garden Warfare 2: Deluxe Edition,RGBY,"Vanquish Gnomus, the Gnome King!",False,null
Plants vs. Zombies™ Garden Warfare 2: Deluxe Edition,It's Not a Door...it's a Portal!,Complete 3 Mystery Portal Matches,False,null
Plants vs. Zombies™ Garden Warfare 2: Deluxe Edition,The Secret of Secrets,Discover the Secret Area…What can it be?,False,null
Plants vs. Zombies™ Garden Warfare 2: Deluxe Edition,Boss Battle,Enter the Mystery Portal and Defeat a Boss Hunt on Normal Difficulty,False,null
Plants vs. Zombies™ Garden Warfare 2: Deluxe Edition,Boss Battle Boss,Enter the Mystery Portal and Defeat a Boss Hunt on Craaazy Difficulty,False,null
Plants vs. Zombies™ Garden Warfare 2: Deluxe Edition,Team Player,Meet the Contribution Requirement for 3 Community Challenges,False,null
Plants vs. Zombies™ Garden Warfare 2: Deluxe Edition,This is Craaazy!,Enter the Mystery Portal and Complete a Super Mix Event!,False,null
Plants vs. Zombies™ Garden Warfare 2: Deluxe Edition,Boss Battle Specialist,Enter the Mystery Portal and Defeat a Boss Hunt on Hard Difficulty,False,null
Plants vs. Zombies™ Garden Warfare 2: Deluxe Edition,Alright Meow,Enter the Mystery Portal and Complete a Full Game of Cats vs Dinos as a Cat,False,null
Plants vs. Zombies™ Garden Warfare 2: Deluxe Edition,Somewhere Over the Rainbow,Collect 25 Rainbow Stars from the Mystery Portal,False,null
Plants vs. Zombies™ Garden Warfare 2: Deluxe Edition,More Secrets?,New Faces from Craazy Places,False,null
Plants vs. Zombies™ Garden Warfare 2: Deluxe Edition,Open the Door Get on the Floor,Enter the Mystery Portal and Complete a Full Game of Cats vs Dinos as a Dino,False,null
Plants vs. Zombies™ Garden Warfare 2: Deluxe Edition,Together we Win,Open 5 Community Challenge Reward Chests.,False,null
THE FINALS,Participation Ribbon,Create a contestant,False,null
THE FINALS,Initial Deposit,Insert a cash box into a cashout station,False,null
THE FINALS,Med Student,Revive a teammate,False,null
THE FINALS,Returning Contestant,Play 3 rounds of Quick Cash,False,null
THE FINALS,Green Light,Play 10 rounds with a Light Build,False,null
THE FINALS,Mass Medium,Play 10 rounds with a Medium Build,False,null
THE FINALS,Play The Heavy,Play 10 rounds with a Heavy Build,False,null
THE FINALS,Rising Star,Play 3 Tournament rounds,False,null
THE FINALS,Life Of The Party,Play 10 rounds in a Party,False,null
THE FINALS,Savings Specialist,"Obtain a total of 100,000 cash",False,null
THE FINALS,Lesson Learner,Complete the Tutorial,False,null
THE FINALS,Attending Physician,Revive teammates 50 times,False,null
THE FINALS,Demolition Expert,"Deal 1,000,000 damage to arenas",False,null
THE FINALS,Dead Shot,Get 300 eliminations with Ranged Weapons,False,null
THE FINALS,Strong Arm,Get 150 eliminations with Melee Weapons,False,null
THE FINALS,Gadget Guru,Get 150 eliminations with Gadgets,False,null
THE FINALS,Defense Devotee,"Block a total of 25,000 damage",False,null
THE FINALS,Resident Doctor,"Heal teammates for a total of 25,000 health",False,null
THE FINALS,Light Years,Win 150 rounds with a Light Build,False,null
THE FINALS,Medium Rare,Win 150 rounds with a Medium Build,False,null
THE FINALS,Heavy Hand,Win 150 rounds with a Heavy Build,False,null
THE FINALS,Deep Pockets,"Obtain a total of 50,000,000 cash",False,null
THE FINALS,Show Stopper,Win the final round in Tournament or Ranked Tournament,False,null
THE FINALS,Stop Payment,"Eliminate an opponent while they are carrying a cash box, 5 times",False,null
THE FINALS,Asset Protection,"Eliminate an opponent trying to steal your cashout, 10 times",False,null
THE FINALS,Last-minute Gift,Start a cashout with less than 10 seconds remaining in the match,False,null
THE FINALS,Buzzer Beater,Steal a cashout with less than 10 seconds remaining in the match,False,null
THE FINALS,Highway Patrol,"Eliminate an opponent while you are riding a Zipline, 10 times",False,null
THE FINALS,Hot Shot,"Eliminate an opponent while you are on fire, 5 times in a single round",False,null
THE FINALS,Just Like Scotty,Win a round in any mode without being eliminated,False,null
THE FINALS,Bombouncer,Eliminate an opponent by bouncing a grenade on a Jump Pad,False,null
THE FINALS,Pressure Prize,Hit an opponent in the head with an explosive carriable,False,null
THE FINALS,Dodgeball Champion,Hit opponents with 3 different carriables within 15 seconds,False,null
THE FINALS,Clip And Slide,Eliminate an opponent with a headshot while you are sliding,False,null
THE FINALS,Multitasker,Eliminate 3 opponents with 3 different items or carriables within 10 seconds,False,null
THE FINALS,Busy Body,Eliminate 3 opponents with a Melee Weapon within 10 seconds,False,null
THE FINALS,Crowd Pleaser,"Finish in first place, 3 times in a row",False,null
THE FINALS,Pyro Prodigy,Eliminate 25 opponents with fire,False,null
THE FINALS,Toxic Tact,Eliminate 25 opponents with gas,False,null
THE FINALS,Golden Bullet,Get a headshot elimination with the last bullet in the magazine of your primary weapon,False,null
THE FINALS,Fatal Florist,Eliminate an opponent with a flowerpot,False,null
THE FINALS,Charitable Donation,Eliminate an opponent with a cash box,False,null
THE FINALS,Field Goal,Throw a cash box into a cashout station from 20 meters away,False,null
THE FINALS,Showboaster,no description available,False,null
THE FINALS,Butter Fingers,no description available,False,null
THE FINALS,Sky Bridge Saboteur,no description available,False,null
THE FINALS,Artful Expressionist,no description available,False,null
THE FINALS,Space Rock Skipper,no description available,False,null
THE FINALS,Speed Run,Start a cashout within 15 seconds after opening a vault,False,null
THE FINALS,Blast Caster,no description available,False,null
Tom Clancy's The Division 2,Checking In,Rescue Eleanor Sawyer from the Hyenas in the Grand Washington Hotel.,False,null
Tom Clancy's The Division 2,Opening the Vault,Discover what the Hyenas stole from Air Force One.,False,null
Tom Clancy's The Division 2,Bunker Buster,Recover essential SHD Network equipment from the Federal Emergency Bunker.,False,null
Tom Clancy's The Division 2,Sick Note,Shut down Outcast activity at the DCD Headquarters.,False,null
Tom Clancy's The Division 2,Jailbreak,Recover interrogation data from the American History Museum.,False,null
Tom Clancy's The Division 2,Global Communications,Reestablish the SHD Satellite Network at the Space Administration HQ.,False,null
Tom Clancy's The Division 2,Getting the Word Out,Seize control of the ViewPoint Museum from the True Sons.,False,null
Tom Clancy's The Division 2,Season Ticket,Eliminate the Hyena council in the District Union Arena.,False,null
Tom Clancy's The Division 2,Strategic Extraction,Capture the Outcasts' Chief Strategist at the Potomac Event Center.,False,null
Tom Clancy's The Division 2,Into the Wilderness,Take down the Outcast stronghold on Roosevelt Island.,False,null
Tom Clancy's The Division 2,State of the Union,Drive the True Sons out of the Capitol building.,False,null
Tom Clancy's The Division 2,Hard as Nails,Finish all missions on hard difficulty or above.,False,null
Tom Clancy's The Division 2,Rebuilding DC,Fully upgrade all settlements.,False,null
Tom Clancy's The Division 2,Undressed to Kill,"Destroy every piece of a tank's armor, then eliminate the tank.",False,null
Tom Clancy's The Division 2,Command and Control,Discover 20 control points in DC.,False,null
Tom Clancy's The Division 2,Group Therapy,Take over a control point in a group without anyone being downed.,False,null
Tom Clancy's The Division 2,A Friend in Need,Respond to a call for help and revive the agent.,False,null
Tom Clancy's The Division 2,Help Me!,Put out a call for backup.,False,null
Tom Clancy's The Division 2,"Suits You, Sir!",Collect any suit of cards in the open world.,False,null
Tom Clancy's The Division 2,TV Cop,Perform a slide across the hood of a car.,False,null
Tom Clancy's The Division 2,Negative Ramos!,Shock enemy medics by shooting their defibrillator.,False,null
Tom Clancy's The Division 2,Patchwork,Get 10 patches from commendations.,False,null
Tom Clancy's The Division 2,Resourceful Agent,Help friendlies in resource gathering.,False,null
Tom Clancy's The Division 2,Dark Zone: Safe House,Access a Safe House in a Dark Zone.,False,null
Tom Clancy's The Division 2,Dark Zone: Extraction,Extract an item from each dark zone.,False,null
Tom Clancy's The Division 2,Dark Zone: Takedown,Eliminate a rogue agent in each Dark Zone.,False,null
Tom Clancy's The Division 2,First Among Equals,Win a match of skirmish or domination.,False,null
Tom Clancy's The Division 2,Clan War,"With your clan, face off against another clan in conflict.",False,null
Tom Clancy's The Division 2,Big Game Hunter,Complete a bounty from each safe house.,False,null
Tom Clancy's The Division 2,Autograph Hunter,"Kill one enemy with each of the signature weapons (crossbow, sniper rifle & grenade launcher).",False,null
Tom Clancy's The Division 2,Arrow to the Knee,Shoot 10 enemies in the leg with a crossbow.,False,null
Tom Clancy's The Division 2,Next Level Operative,Reach Level 30.,False,null
Tom Clancy's The Division 2,Strength in Numbers,Create or join a clan.,False,null
Tom Clancy's The Division 2,For Posterity,Photo mode: take a photo of a group of 4 agents.,False,null
Tom Clancy's The Division 2,Crafty Collector,Collect 20 blueprints.,False,null
Tom Clancy's The Division 2,Taste of the Exotic,Craft an exotic weapon or item.,False,null
Tom Clancy's The Division 2,Specialized,Equip your first specialization.,False,null
Tom Clancy's The Division 2,Best of the Best,Invest in each type of upgrade available for a specialization.,False,null
Tom Clancy's The Division 2,Project Management,Complete a project for both the Theater and Campus settlements.,False,null
Tom Clancy's The Division 2,King of the Skill,Equip and use each skill.,False,null
Tom Clancy's The Division 2,Dress to Impress,Equip high-end gear (or above) in each slot.,False,null
Tom Clancy's The Division 2,Dark Zone: Occupied Hijack,Hijack an extraction in any occupied dark zone.,False,null
Tom Clancy's The Division 2,Washington Raiders,Complete the full Operation Dark Hours raid in a group of eight players.,False,null
Tom Clancy's The Division 2,Caged Animal,Put an end to Emeline Shaw at the Manning National Zoo.,False,null
Tom Clancy's The Division 2,Country Retreat,Take part in the operation at Camp White Oak.,False,null
Tom Clancy's The Division 2,Drilling Down,Discover the Black Tusk's purpose at the Pentagon and thwart it.,False,null
Tom Clancy's The Division 2,Reactor Heist,Secure the perfusion bioreactor from the DARPA labs below the Pentagon.,False,null
Tom Clancy's The Division 2,To Sum It All Up,Successfully extract Tchernenko after confronting and defeating Elijah Sumner.,False,null
Tom Clancy's The Division 2,You Can't Have Him,Prevent Dolores Jones from capturing or killing the rogue Division agent Aaron Keener.,False,null
Tom Clancy's The Division 2,Jail Break,Survive all of Theo Parnell's traps and defeat him.,False,null
Tom Clancy's The Division 2,Deep Underground,Shut down the Cleaners' drill and eliminate Javier Kajika.,False,null
Tom Clancy's The Division 2,Plummeting Stock,Defeat James Dragov at the NYC Stock Exchange.,False,null
Tom Clancy's The Division 2,Boiling Point,Shutdown the Cleaners' oil refinery and defeat Vivian Conley.,False,null
Tom Clancy's The Division 2,Liberation,Prevent the missile launch and defeat Aaron Keener.,False,null
Tom Clancy's The Division 2,Almost a band,Complete a Main Mission in New York with at least one directive active.,False,null
Tom Clancy's The Division 2,Under Lady Liberty's Gaze,Complete the manhunt and eliminate Aaron Keener.,False,null
Tom Clancy's The Division 2,Extreme Manhunt,Complete a Seasonal Manhunt mission on Challenge difficulty or above.,False,null
Tom Clancy's The Division 2,Shut that door (again),Shut two car doors while in cover.,False,null
Tom Clancy's The Division 2,Over The Hill,Reach Level 40 with an agent.,False,null
Tom Clancy's The Division 2,Iron Breakers,Complete the full Operation Iron Horse raid in a group of eight players.,False,null
We Were Here Expeditions: The FriendShip,"Weigh Anchor, Set Sail!",Obtained access to The Friendship,False,null
