game,achievement,description,achieved,unlocktime
We Were Here Expeditions: The FriendShip,Welcome Aboard!,Joined the Captain's crew,False,null
We Were Here Expeditions: The FriendShip,The Art of Parley,Obtained a ticket from Crewmate Carousel,False,null
We Were Here Expeditions: The FriendShip,"Tiles, Trails, Treasure!",Obtained a ticket from Maps & Markers,False,null
We Were Here Expeditions: The FriendShip,Pelagic Perils,Obtained a ticket from Siren's Curse,False,null
We Were Here Expeditions: The FriendShip,Gold Pact,Achieved a maximum score in Crewmate Carousel,False,null
We Were Here Expeditions: The FriendShip,The Golden Ratio,Achieved a maximum score in Maps & Markers,False,null
We Were Here Expeditions: The FriendShip,Gold Medal Crewmates,Achieved a maximum score in Siren's Curse,False,null
We Were Here Expeditions: The FriendShip,Our Friendship is Golden,Achieved a maximum score in all trials and assembled the Golden Friend Ship!,False,null
We Were Here Expeditions: The FriendShip,We Can Do Better!,Shred 5 tickets,False,null
We Were Here Expeditions: The FriendShip,Ship Dip!,Completed the trials and launched a sea-worthy vessel!,False,null
We Were Here Expeditions: The FriendShip,Assemble a Crew!,Invite a friend to play We Were Here: The Friendship!,False,null
Balatro,Ante Up!,Reach Ante 4,True,2024-07-13 17:12:40
Balatro,Ante Upper!,Reach Ante 8,True,2024-07-14 00:55:20
Balatro,Heads Up,Win a Run,True,2024-07-14 01:01:36
Balatro,Low Stakes,Win a run on at least Red Stake difficulty,True,2024-07-14 12:53:04
Balatro,Mid Stakes,Win a run on at least Black Stake difficulty,False,null
Balatro,High Stakes,Win a run on at least Gold Stake difficulty,False,null
Balatro,Card Player,Play at least 2500 Cards,True,2024-07-28 14:27:32
Balatro,Card Discarder,Discard at least 2500 Cards,True,2024-09-18 18:49:34
Balatro,Nest Egg,Have $400 or more during a single run,False,null
Balatro,Flushed,Play a Flush with 5 Wild Cards,False,null
Balatro,Speedrunner,Win a run in 12 or fewer rounds,False,null
Balatro,ROI,Buy 5 Vouchers by the end of Ante 4,False,null
Balatro,Shattered,Break 2 Glass Cards in a single hand,False,null
Balatro,Royale,Play a Royal Flush,True,2024-07-14 00:10:41
Balatro,Retrograde,Get any poker hand to level 10,False,null
Balatro,10K,"Score 10,000 Chips in a single hand",True,2024-07-13 17:52:56
Balatro,"1,000K","Score 1,000,000 Chips in a single hand",False,null
Balatro,"100,000K","Score 100,000,000 Chips in a single hand",False,null
Balatro,Tiny Hands,Thin your deck down to 20 or fewer cards,False,null
Balatro,Big Hands,Have 80 or more cards in your deck,False,null
Balatro,You Get What You Get,Win a run without rerolling the shop,False,null
Balatro,Rule Bender,Complete any challenge run,False,null
Balatro,Rule Breaker,Complete every challenge run,False,null
Balatro,Legendary,Discover a Legendary Joker,True,2024-07-14 00:55:20
Balatro,Astronomy,Discover every Planet card,False,null
Balatro,Cartomancy,Discover every Tarot card,True,2024-07-16 00:04:08
Balatro,Clairvoyance,Discover every Spectral card,False,null
Balatro,Extreme Couponer,Discover every Voucher,False,null
Balatro,Completionist,Discover 100% of your collection,False,null
Balatro,Completionist+,Win with every deck on Gold Stake difficulty,False,null
Balatro,Completionist++,Earn a Gold Sticker on every Joker,False,null
